date,numberContributors,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withBnFAndKBIdentifier,withISNIIdentifier,withVIAFIdentifier,withWikidataIdentifier,withISNIButWithoutNationality,withWikidataButWithoutNationality,withISNIAndWikidataButWithoutNationality,withBirthDate,withDeathDate,withNationality,withMultipleKBRIdentifiers,withMultipleBnFIdentifiers,withMultipleNTAIdentifiers,withMultipleISNIIdentifiers,withMultipleVIAFIdentifiers,withMultipleWikidataIdentifiers,withMultipleBirthDates,withMultipleDeathDates,withMultipleNationalities,comment
2022-06-23 11:25:04.009682,5901,5272,1232,1067,233,854,778,271,4527,2223,959,4527,959,907,2449,604,3780,27,8,4,9,23,0,44,10,105,No ISBN duplicate removal anymore to prevent data loss
