date,measurementTime,numberContributors,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withBnFAndKBIdentifier,withKBRAndISNIIdentifier,withKBRAndVIAFIdentifier,withKBRAndWikidataIdentifier,withBnFAndISNIIdentifier,withBnFAndVIAFIdentifier,withBnFAndWikidataIdentifier,withKBAndISNIIdentifier,withKBAndVIAFIdentifier,withKBAndWikidataIdentifier,withISNIIdentifier,withVIAFIdentifier,withWikidataIdentifier,withKBRButWithoutNationality,withBnFButWithoutNationality,withKBButWithoutNationality,withISNIButWithoutNationality,withWikidataButWithoutNationality,withISNIAndWikidataButWithoutNationality,withBirthDate,withDeathDate,withNationality,withMultipleKBRIdentifiers,withMultipleBnFIdentifiers,withMultipleNTAIdentifiers,withMultipleISNIIdentifiers,withMultipleVIAFIdentifiers,withMultipleWikidataIdentifiers,withMultipleBirthDates,withMultipleDeathDates,withMultipleNationalities,comment
2022-06-20,2022-07-25 11:50:12.574048,5843,5214,1231,1063,232,853,774,270,3987,1636,730,1187,1150,475,970,1063,703,4486,2216,956,1936,71,242,1146,104,59,2441,603,3759,27,8,4,9,23,0,44,10,105,New KBR data dump with plenty of additions and refinements and ISBN fix for FR-NL.
