date,numberContributors,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withBnFAndKBIdentifier,withISNIIdentifier,withVIAFIdentifier,withWikidataIdentifier,withISNIButWithoutNationality,withWikidataButWithoutNationality,withISNIAndWikidataButWithoutNationality,withBirthDate,withDeathDate,withNationality,withMultipleKBRIdentifiers,withMultipleBnFIdentifiers,withMultipleNTAIdentifiers,withMultipleISNIIdentifiers,withMultipleVIAFIdentifiers,withMultipleWikidataIdentifiers,withMultipleBirthDates,withMultipleDeathDates,withMultipleNationalities,comment
2022-05-23 11:19:07.836713,15681,10923,1764,6499,338,1071,2094,678,11803,7734,3879,11803,3879,3395,3001,920,4961,25,11,8,12,38,1,44,10,119,"Only count persons who are actually contributing to manifestations of the corpus (author, translator, illustrator, scenarist, publishing director)"
