date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourceYearOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2025-09-25,2025-10-24 16:56:31.585439,FR-NL,10109,8490,8143,8943,39,1987,2634,6969,1,3,23,1472,527,3,7,659,10015,84,4224,22,8125,0,0,0,0,2896,2835,0,0,0,0,7732,3625,4625,1980,402,9958,3462,10011,4463,4173,10011,4173,More manual curation
2025-09-25,2025-10-24 16:56:32.279197,NL-FR,4654,3980,3948,4354,1130,664,1313,2373,128,209,1050,530,252,222,374,271,4620,74,3007,10,3492,0,0,0,0,2489,2484,0,0,0,0,4158,2352,1103,157,104,4601,2817,4611,2887,2969,4611,2969,More manual curation
2025-09-25,2025-10-24 16:56:32.591046,OTHER,395,295,294,388,76,7,139,128,2,2,74,7,5,2,15,5,394,8,46,0,140,0,0,0,0,26,26,0,0,0,0,374,295,78,2,32,393,37,389,44,53,389,53,More manual curation
