date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourceYearOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2025-02-10,2025-09-23 17:07:32.184646,FR-NL,9978,8330,8335,8744,39,2015,2637,6785,1,3,23,1437,516,3,7,671,9950,74,3806,8,7383,0,0,0,0,2554,2591,0,0,0,0,8720,3644,2494,1060,401,9933,3786,9838,814,3758,9838,3758,More manual curation
2025-02-10,2025-09-23 17:07:32.764556,NL-FR,4634,3956,3979,4343,1117,651,1295,2368,127,204,1041,519,250,216,371,269,4611,63,2537,2,3433,0,0,0,0,2097,2099,0,0,0,0,4228,2363,997,93,96,4620,2536,4578,309,2500,4578,2500,More manual curation
2025-02-10,2025-09-23 17:07:33.123237,OTHER,380,292,292,375,79,11,138,120,4,4,77,11,7,4,17,7,380,4,39,1,135,0,0,0,0,23,23,0,0,0,0,362,289,74,0,32,373,38,370,2,47,370,47,More manual curation
