date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2023-06-30,2024-06-25 14:39:07.815459,FR-NL,10141,7872,7879,7843,45,2317,2795,5936,2,4,13,1453,371,4,5,431,7706,0,1648,0,2801,2317,24,1929,1194,1215,7677,45,0,2794,9307,3669,1661,724,364,9191,0,10086,0,10111,0,Updated KBR data and performed person contributor enrichments
2023-06-30,2024-06-25 14:39:08.429216,NL-FR,4741,3668,3691,3756,1200,769,1383,1890,67,201,926,497,172,236,269,185,3610,0,1449,0,1565,769,834,711,1244,1246,3474,1199,0,1383,4609,2476,651,79,96,4076,0,4719,0,4709,0,Updated KBR data and performed person contributor enrichments
2023-06-30,2024-06-25 14:39:08.734102,OTHER,397,298,298,371,85,11,122,129,2,2,79,10,3,3,12,3,345,0,23,0,24,11,9,85,14,14,339,85,0,122,383,293,77,1,36,380,0,393,0,397,0,Updated KBR data and performed person contributor enrichments
