date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourceYearOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2025-10-29,2025-10-30 10:13:53.186000,FR-NL,10076,8481,8136,8944,39,1984,2624,6961,1,3,23,1485,530,3,7,662,10068,90,4902,3,8152,0,0,0,0,3032,2973,0,0,0,0,7704,3619,4622,1982,404,9946,7021,10069,4610,7732,10069,7732,Final version with manually added sourcePublisher and sourcePlace/sourceCountry info
2025-10-29,2025-10-30 10:13:53.853109,NL-FR,4642,3978,3945,4357,1127,664,1311,2373,129,210,1051,535,256,222,375,274,4642,72,3063,2,3498,0,0,0,0,2493,2488,0,0,0,0,4146,2350,1105,159,105,4599,3303,4623,2974,3489,4623,3489,Final version with manually added sourcePublisher and sourcePlace/sourceCountry info
2025-10-29,2025-10-30 10:13:54.159965,OTHER,392,293,292,386,76,7,139,127,2,2,74,7,5,2,15,5,392,7,47,0,140,0,0,0,0,25,25,0,0,0,0,371,292,78,2,32,391,45,389,47,63,389,63,Final version with manually added sourcePublisher and sourcePlace/sourceCountry info
