date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourceYearOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2023-11-14,2025-08-14 17:16:12.549401,FR-NL,10156,7843,7849,7987,41,2205,2884,6037,2,4,23,1443,392,4,4,444,7849,1396,1760,0,4940,0,0,0,0,1280,1306,0,0,0,0,9186,3572,1736,797,375,9420,1736,10045,1760,1734,10045,1734,More curated data and differet columns in the corpus CSV
2023-11-14,2025-08-14 17:16:14.337882,NL-FR,4750,3699,3723,4043,1148,714,1349,1943,60,209,1053,542,148,222,253,155,3699,1440,1601,0,2659,0,0,0,0,1387,1388,0,0,0,0,4539,2517,723,96,98,4510,1557,4674,1601,1570,4674,1570,More curated data and differet columns in the corpus CSV
2023-11-14,2025-08-14 17:16:15.335339,OTHER,419,314,314,401,94,16,122,132,2,5,91,16,3,5,14,3,363,27,39,0,124,0,0,0,0,22,23,0,0,0,0,399,308,77,2,34,415,36,406,39,38,406,38,More curated data and differet columns in the corpus CSV
