date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2024-07-22,2025-02-14 17:20:30.124563,FR-NL,10089,8392,8398,8708,39,2049,2686,6806,1,3,21,1381,517,3,7,683,10048,81,2909,10,5735,0,0,0,0,1424,1455,0,0,0,0,8940,3879,2224,929,398,9793,2907,9984,2872,9984,2872,Fixed issues related to missing sourceKBRIdentifiers
2024-07-22,2025-02-14 17:20:30.868981,NL-FR,4722,4025,4048,4363,1117,677,1300,2395,125,202,1020,518,244,216,370,265,4692,66,2070,9,3138,0,0,0,0,1477,1479,0,0,0,0,4312,2410,978,98,97,4543,2061,4662,2022,4662,2022,Fixed issues related to missing sourceKBRIdentifiers
2024-07-22,2025-02-14 17:20:31.333825,OTHER,388,296,296,381,79,11,135,122,4,4,76,11,7,4,17,7,387,15,50,1,139,0,0,0,0,19,19,0,0,0,0,370,294,73,0,33,379,48,377,49,377,49,Fixed issues related to missing sourceKBRIdentifiers
