date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2023-05-05,2025-02-11 16:39:48.714617,FR-NL,10033,7792,7799,7777,50,2272,2763,5887,2,4,13,1428,369,4,5,429,7646,0,1206,0,0,2730,2272,24,1910,996,1017,7621,50,2263,2762,9208,3635,1650,710,358,9104,0,9978,0,10003,0,Fixed person/org confusion and updated KBR Belgians and updated ISNI-SRU data
2023-05-05,2025-02-11 16:39:49.550811,NL-FR,4675,3655,3679,3729,1203,765,1342,1876,67,200,923,496,172,236,270,185,3588,0,1414,0,0,1532,765,834,684,1221,1223,3447,1202,752,1342,4546,2435,645,77,95,4009,0,4654,0,4642,0,Fixed person/org confusion and updated KBR Belgians and updated ISNI-SRU data
2023-05-05,2025-02-11 16:39:50.056672,OTHER,365,270,270,334,77,9,113,123,2,2,71,8,3,3,11,3,310,0,18,0,0,20,9,9,81,12,12,303,77,9,113,352,272,72,0,31,349,0,362,0,365,0,Fixed person/org confusion and updated KBR Belgians and updated ISNI-SRU data
