date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2022-12-23,2024-07-22 17:29:12.471740,FR-NL,8507,7594,7601,7670,51,2204,0,5830,0,4,13,1405,0,4,0,0,7454,0,1172,0,2689,2204,24,0,971,992,7630,51,2195,0,7648,2508,1625,699,353,7653,0,8446,0,8484,0,fixed matching between ISNI-SRU and NTA by using a p prefix for NTA identifiers in ISNI
2022-12-23,2024-07-22 17:29:12.986170,NL-FR,4197,3584,3608,3682,1212,777,0,1872,0,210,930,507,0,247,0,0,3081,0,1115,0,1511,777,840,0,971,973,3590,1211,765,0,4038,2002,644,71,93,3610,0,4171,0,4163,0,fixed matching between ISNI-SRU and NTA by using a p prefix for NTA identifiers in ISNI
2022-12-23,2024-07-22 17:29:13.538918,OTHER,334,248,248,328,76,11,0,123,0,2,70,10,0,3,0,0,293,0,18,0,21,11,10,0,11,11,303,76,11,0,315,228,72,0,30,315,0,323,0,334,0,fixed matching between ISNI-SRU and NTA by using a p prefix for NTA identifiers in ISNI
