date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2024-08-08,2024-08-14 20:49:34.308036,FR-NL,10078,8384,8390,8724,39,2042,2673,6787,1,3,21,1383,515,3,7,681,10027,82,2941,6124,0,0,0,0,865,895,0,0,0,0,8923,3694,2232,936,396,9778,2289,9967,2902,9967,2902,Recent manual enrichments
2024-08-08,2024-08-14 20:49:34.960399,NL-FR,4697,4009,4032,4363,1117,657,1301,2358,125,202,1021,518,244,216,370,265,4662,68,2108,3112,0,0,0,0,1261,1263,0,0,0,0,4289,2397,974,96,95,4517,1143,4637,2065,4637,2065,Recent manual enrichments
2024-08-08,2024-08-14 20:49:35.458546,OTHER,381,292,292,375,79,10,134,122,4,4,76,10,7,4,17,7,381,15,43,133,0,0,0,0,14,14,0,0,0,0,363,290,72,0,32,372,29,370,42,370,42,Recent manual enrichments
