date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2023-05-31,2024-06-29 00:15:51.800432,FR-NL,10100,7835,7842,7794,50,2308,2794,5903,2,4,13,1441,370,4,5,430,7662,0,1618,0,2772,2308,24,1927,1168,1189,7634,50,0,2793,9276,3661,1649,711,364,9148,0,10045,0,10070,0,Updated data and added KBR pseudonyms
2023-05-31,2024-06-29 00:15:53.052814,NL-FR,4725,3660,3684,3734,1203,764,1389,1877,67,200,924,496,172,236,270,185,3590,0,1429,0,1545,764,834,714,1232,1234,3453,1202,0,1389,4594,2474,647,79,95,4061,0,4702,0,4692,0,Updated data and added KBR pseudonyms
2023-05-31,2024-06-29 00:15:53.737902,OTHER,369,273,273,336,77,11,115,125,2,2,71,10,3,3,11,3,312,0,21,0,22,11,9,82,12,12,305,77,0,115,356,276,72,0,31,353,0,366,0,369,0,Updated data and added KBR pseudonyms
