date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceKBRIdentifier,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,comment
2022-07-25,2023-02-04 00:09:57.492031,FR-NL,8436,7566,7571,7539,51,2256,0,0,4,13,1397,0,4,0,0,7346,149,2590,2256,0,0,99,117,7501,51,2247,0,7583,2402,1594,712,330,0,Contributors integrated using also ISNI identifiers retrieved from Wikidata via QID
2022-07-25,2023-02-04 00:09:57.801071,NL-FR,4019,3428,3452,3535,1209,742,0,0,210,933,497,0,247,0,0,2938,194,1199,742,0,0,171,173,3437,1208,730,0,3872,1922,632,69,82,0,Contributors integrated using also ISNI identifiers retrieved from Wikidata via QID
2022-07-25,2023-02-04 00:09:57.965066,OTHER,315,234,234,309,77,11,0,0,2,71,10,0,3,0,0,273,4,12,11,0,0,2,2,289,77,11,0,297,212,70,0,27,0,Contributors integrated using also ISNI identifiers retrieved from Wikidata via QID
