date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourceYearOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2024-04-23,2025-10-24 16:56:21.106308,FR-NL,10185,8497,8503,8803,39,2064,2672,6897,1,3,21,1387,513,3,7,679,10147,2021,2663,566,5417,0,0,0,0,1372,1402,0,0,0,0,9015,3315,2229,942,402,9627,2664,10080,2663,2626,10080,2626,More manual curations and reuse original-related data from correlation lists
2024-04-23,2025-10-24 16:56:21.757244,NL-FR,4672,3986,4009,4341,1109,664,1292,2389,123,201,1015,518,243,215,366,264,4651,1800,2041,246,3211,0,0,0,0,1463,1465,0,0,0,0,4269,2314,960,98,96,4452,2037,4613,2041,1998,4613,1998,More manual curations and reuse original-related data from correlation lists
2024-04-23,2025-10-24 16:56:22.057152,OTHER,394,300,300,387,87,11,139,127,4,4,85,11,7,4,18,7,394,37,47,13,140,0,0,0,0,19,19,0,0,0,0,376,299,76,1,34,390,45,382,47,46,382,46,More manual curations and reuse original-related data from correlation lists
