date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2024-08-26,2025-02-14 17:20:33.461590,FR-NL,10075,8383,8389,8721,39,2042,2673,6787,1,3,21,1383,515,3,7,681,10025,86,3034,29,6147,0,0,0,0,1266,1300,0,0,0,0,8920,3693,2232,936,396,9775,3031,9964,2991,9964,2991,381 more KBR source titles in Syracuse
2024-08-26,2025-02-14 17:20:34.349476,NL-FR,4693,4006,4029,4359,1117,656,1300,2357,125,202,1021,517,244,216,370,265,4658,73,2195,10,3112,0,0,0,0,1554,1556,0,0,0,0,4285,2394,974,96,95,4514,2193,4633,2149,4633,2149,381 more KBR source titles in Syracuse
2024-08-26,2025-02-14 17:20:34.729966,OTHER,388,296,296,382,79,11,135,122,4,4,76,11,7,4,17,7,387,15,50,1,140,0,0,0,0,19,19,0,0,0,0,370,294,72,0,32,378,48,377,49,377,49,381 more KBR source titles in Syracuse
