date,measurementTime,numberContributors,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withKBRAndISNIIdentifier,withKBRAndVIAFIdentifier,withKBRAndWikidataIdentifier,withKBRAndNationality,withBnFAndISNIIdentifier,withBnFAndVIAFIdentifier,withBnFAndWikidataIdentifier,withBnFAndNationality,withKBAndISNIIdentifier,withKBAndVIAFIdentifier,withKBAndWikidataIdentifier,withKBAndNationality,withUnescoAndISNIIdentifier,withUnescoAndVIAFIdentifier,withUnescoAndWikidataIdentifier,withUnescoAndNationality,withISNIIdentifier,withVIAFIdentifier,withWikidataIdentifier,withWikidataButWithoutISNI,withKBRButWithoutNationality,withBnFButWithoutNationality,withKBButWithoutNationality,withISNIButWithoutNationality,withWikidataButWithoutNationality,withISNIAndWikidataButWithoutNationality,withBirthDate,withDeathDate,withNationality,withMultipleKBRIdentifiers,withMultipleBnFIdentifiers,withMultipleNTAIdentifiers,withMultipleUnescoIdentifiers,withMultipleISNIIdentifiers,withMultipleVIAFIdentifiers,withMultipleWikidataIdentifiers,withMultipleBirthDates,withMultipleDeathDates,withMultipleNationalities,comment
2023-11-14,2024-03-28 09:51:26.825153,7507,6901,1828,1204,4041,317,446,1738,1165,3510,466,908,744,5722,3852,1659,5082,1822,1744,765,1818,1191,1199,785,1155,3017,2082,960,2672,5832,3955,1684,0,1819,10,49,887,1,1,3052,856,5180,0,8,0,90,40,244,7,130,12,152,More curated data and differet columns in the corpus CSV
