date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourceYearOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2024-06-25,2025-10-24 16:56:22.266210,FR-NL,10056,8369,8375,8667,40,2104,2724,6784,2,4,22,1421,538,4,8,705,10006,85,2688,12,5450,0,0,0,0,1388,1418,0,0,0,0,8894,3344,2212,925,400,8447,2325,9954,369,2646,9954,2646,Clustering-based data integration
2024-06-25,2025-10-24 16:56:22.909730,NL-FR,4671,3984,4007,4356,1144,688,1328,2413,131,214,1062,545,260,226,383,280,4647,65,2035,11,3213,0,0,0,0,1473,1475,0,0,0,0,4269,2296,953,100,99,3983,1808,4612,261,1987,4612,1987,Clustering-based data integration
2024-06-25,2025-10-24 16:56:23.213650,OTHER,389,295,295,382,84,11,139,127,4,4,82,11,8,4,19,8,389,15,48,2,140,0,0,0,0,21,21,0,0,0,0,371,296,75,1,32,318,37,378,7,47,378,47,Clustering-based data integration
