date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2023-11-09,2025-02-11 16:39:58.183381,FR-NL,10124,7830,7836,7940,41,2194,2894,6020,2,4,19,1430,392,4,4,444,7805,1379,1740,0,4915,0,0,0,0,1276,1302,0,0,0,0,9155,3565,1736,797,375,9393,1657,10013,1716,10013,1716,Correlation and removal lists and updated data
2023-11-09,2025-02-11 16:39:58.929272,NL-FR,4745,3700,3724,3979,1158,732,1373,1918,64,210,1008,555,169,227,260,176,3645,1437,1599,0,2659,0,0,0,0,1385,1386,0,0,0,0,4536,2515,720,96,97,4495,1540,4668,1568,4668,1568,Correlation and removal lists and updated data
2023-11-09,2025-02-11 16:39:59.281670,OTHER,419,314,314,400,94,15,123,132,2,5,91,15,3,5,14,3,362,27,39,0,124,0,0,0,0,22,23,0,0,0,0,399,308,77,2,34,415,35,406,38,406,38,Correlation and removal lists and updated data
