date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2022-12-21,2025-08-13 09:41:57.894081,FR-NL,8505,7593,7600,7670,51,2202,0,5830,0,4,13,1405,0,4,0,0,7454,0,1172,0,0,2689,2202,24,0,971,992,7630,51,2193,0,7646,2508,1625,699,353,7653,0,8444,0,8482,0,"updated ISNI contributor data, now also with KBR identifiers"
2022-12-21,2025-08-13 09:41:58.468440,NL-FR,4195,3583,3607,3682,1212,775,0,1872,0,210,930,507,0,247,0,0,3081,0,1115,0,0,1511,775,840,0,971,973,3590,1211,763,0,4036,2002,644,71,93,3610,0,4169,0,4161,0,"updated ISNI contributor data, now also with KBR identifiers"
2022-12-21,2025-08-13 09:41:58.769972,OTHER,334,248,248,328,76,11,0,123,0,2,70,10,0,3,0,0,293,0,18,0,0,21,11,10,0,11,11,303,76,11,0,315,228,72,0,30,315,0,323,0,334,0,"updated ISNI contributor data, now also with KBR identifiers"
