date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2023-12-15,2024-04-26 16:35:51.870760,FR-NL,9999,7757,7763,7903,41,2104,2853,6125,1,3,22,1371,385,3,4,444,8011,1384,1727,4855,0,0,0,0,1285,1312,0,0,0,0,9020,3527,1710,789,374,9301,1642,9892,1772,9892,1772,"More curated data, mainly genre, organizations and collections"
2023-12-15,2024-04-26 16:35:52.271537,NL-FR,4738,3712,3735,4044,1143,693,1343,2254,61,204,1042,521,147,219,257,155,3831,1449,1616,2649,0,0,0,0,1398,1400,0,0,0,0,4524,2511,736,96,96,4495,1550,4663,1593,4663,1593,"More curated data, mainly genre, organizations and collections"
2023-12-15,2024-04-26 16:35:52.477460,OTHER,419,313,313,401,93,15,123,138,2,4,90,15,3,4,14,3,368,27,37,123,0,0,0,0,21,21,0,0,0,0,400,308,76,1,34,415,32,406,36,406,36,"More curated data, mainly genre, organizations and collections"
