date,measurementTime,corpus,numberTranslations,withTargetISBN10,withTargetISBN13,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withCollection,withKBRBnFKBAndUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withBnFAndUnescoIdentifier,withKBAndUnescoIdentifier,withBBThesaurusID,withSourceBBThesaurusID,withSourceKBRIdentifier,withMultipleSourceKBRIdentifiers,withSourceTitle,withKBRSourceTitle,withKBSourceTitle,withBnFSourceTitle,withUnescoSourceTitle,withSourceISBN10,withSourceISBN13,withKBRPublisher,withBnFPublisher,withKBPublisher,withUnescoPublisher,withIntegratedAuthor,withIntegratedTranslator,withIntegratedIllustrator,withIntegratedScenarist,withIntegratedPublishingDirector,withIntegratedPublisher,withIntegratedSourcePublisher,withTargetPlaceOfPublication,withSourcePlaceOfPublication,withTargetCountryOfPublication,withSourceCountryOfPublication,comment
2022-06-24,2024-08-26 16:01:48.874494,FR-NL,8149,7316,7321,7439,51,1990,0,5724,0,4,13,1318,0,4,0,0,7250,0,137,0,0,2504,1990,0,0,99,117,7401,51,1982,0,7296,2369,1562,697,322,0,0,8091,0,8131,0,"New KBR dump with old Dutch, old French and middle French as well as new data in general"
2022-06-24,2024-08-26 16:01:49.294919,NL-FR,3997,3412,3436,3525,1209,727,0,1797,0,210,933,494,0,247,0,0,2929,0,192,0,0,1194,727,0,0,170,172,3427,1208,715,0,3852,1916,631,69,79,0,0,3975,0,3964,0,"New KBR dump with old Dutch, old French and middle French as well as new data in general"
2022-06-24,2024-08-26 16:01:49.515781,OTHER,315,234,234,309,77,11,0,117,0,2,71,10,0,3,0,0,273,0,4,0,0,12,11,0,0,2,2,289,77,11,0,297,212,70,0,27,0,0,305,0,315,0,"New KBR dump with old Dutch, old French and middle French as well as new data in general"
