date,measurementTime,numberContributors,withKBRIdentifier,withBnFIdentifier,withKBIdentifier,withUnescoIdentifier,withKBRBnFAndKBIdentifier,withKBRAndBnFIdentifier,withKBRAndKBIdentifier,withKBRAndUnescoIdentifier,withBnFAndKBIdentifier,withKBRAndISNIIdentifier,withKBRAndVIAFIdentifier,withKBRAndWikidataIdentifier,withBnFAndISNIIdentifier,withBnFAndVIAFIdentifier,withBnFAndWikidataIdentifier,withKBAndISNIIdentifier,withKBAndVIAFIdentifier,withKBAndWikidataIdentifier,withUnescoAndISNIIdentifier,withISNIIdentifier,withVIAFIdentifier,withWikidataIdentifier,withWikidataButWithoutISNI,withKBRButWithoutNationality,withBnFButWithoutNationality,withKBButWithoutNationality,withISNIButWithoutNationality,withWikidataButWithoutNationality,withISNIAndWikidataButWithoutNationality,withBirthDate,withDeathDate,withNationality,withMultipleKBRIdentifiers,withMultipleBnFIdentifiers,withMultipleNTAIdentifiers,withMultipleISNIIdentifiers,withMultipleVIAFIdentifiers,withMultipleWikidataIdentifiers,withMultipleBirthDates,withMultipleDeathDates,withMultipleNationalities,comment
2022-09-05,2023-01-23 17:58:24.101365,6424,5818,1760,1160,0,383,1367,890,0,440,4493,3006,1697,1722,1677,792,1117,1160,790,0,5021,3566,1913,14,1798,124,97,879,13,13,2734,732,4539,34,16,6,112,204,27,50,11,133,Integration changes: dynamic SPARQL instead of files
